filename,gender,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms_energy,f0_mean,f0_std,jitter,shimmer,hnr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,age
common_voice_en_15904995.mp3,-1.0,2406.208450920128,2619.318335728921,5126.4473684210525,0.052633634868421056,0.08157972991466522,83.27744141728988,20.7255912250536,0.24887401524743047,1.4095524549484253,2.814171552658081,-433.35400390625,98.26139831542969,31.001697540283203,10.14022159576416,5.513645172119141,3.7488954067230225,-3.1718010902404785,-5.190192699432373,1.1543382406234741,3.5379767417907715,1.1287870407104492,-3.9016385078430176,-4.8735833168029785,-3.028139352798462,-2.226839780807495,-1.6706132888793945,-3.9006218910217285,-3.140719413757324,-1.0445128679275513,-3.639697551727295,twenties
common_voice_en_15903553.mp3,-1.0,2590.0398611083756,2712.5179726556726,4745.686349693252,0.06887261950408997,0.026819681748747826,139.29582955393056,36.28358406349357,0.26047861001786715,0.8779438734054565,1.4705268144607544,-430.19537353515625,144.47633361816406,-7.825017929077148,27.475276947021484,-1.9857490062713623,12.150752067565918,-10.3172607421875,-13.675549507141113,-20.30420684814453,-14.813146591186523,0.3351040482521057,-14.713788986206055,-3.8950963020324707,-13.239559173583984,-12.566061019897461,-4.910495758056641,-14.065033912658691,-2.422701835632324,-5.655674457550049,-9.541099548339844,twenties
common_voice_en_171532.mp3,-1.0,2300.395345190045,2706.204285797507,4986.0931016597515,0.049226584111341634,0.02628418244421482,72.25403474887432,9.01218548962406,0.12472916593442505,1.9576177597045898,1.368219256401062,-466.3830871582031,101.28124237060547,9.692585945129395,5.092037200927734,12.50957202911377,11.781103134155273,2.1514499187469482,0.2755277156829834,3.892409324645996,1.0321767330169678,3.4099745750427246,4.199448585510254,2.6760947704315186,-2.870295524597168,-5.667520523071289,-1.1353002786636353,-2.8025565147399902,-2.1625499725341797,-0.213147833943367,-5.497259616851807,fifties
common_voice_en_171534.mp3,-1.0,2216.6912694114603,2820.1663107752984,4941.301272984441,0.04283407553925035,0.022127721458673477,69.49046094797363,6.510850521183671,0.09369416222549219,2.2629506587982178,1.980676293373108,-478.38031005859375,83.41018676757812,18.536462783813477,5.2598748207092285,13.067638397216797,13.216495513916016,5.278414726257324,1.606579303741455,4.382144451141357,5.344668388366699,3.8318400382995605,2.069776773452759,1.6931244134902954,-0.866436779499054,-3.013432264328003,-1.3836758136749268,-1.8540593385696411,-1.979704737663269,-0.4814935624599457,-3.113546371459961,fifties
common_voice_en_171537.mp3,-1.0,2228.443476505416,2666.398536570954,4833.984375,0.045751398259943184,0.013731222599744797,69.80785023351939,7.734761957284511,0.11080074707085791,2.112863779067993,1.0320202112197876,-523.1114501953125,131.07713317871094,-2.5750253200531006,-0.19500567018985748,23.880104064941406,17.322778701782227,-0.9099568724632263,-2.2991201877593994,6.210489273071289,6.101321697235107,4.217647075653076,3.020885705947876,4.569964408874512,-1.6074409484863281,-5.305788993835449,0.15176044404506683,-1.8132563829421997,-2.806349754333496,-2.402139186859131,-5.111569881439209,fifties
common_voice_en_13488617.mp3,-1.0,4214.210309603915,4223.0072608082455,9455.83795691906,0.09002095912206266,0.3824523389339447,69.57545766718586,5.868227689496527,0.0843433573598206,0.5032119750976562,1.408833622932434,-60.66172790527344,108.12352752685547,-34.36698532104492,40.90484619140625,-21.438127517700195,46.565486907958984,-18.542842864990234,27.550941467285156,-8.597675323486328,20.072101593017578,1.7122948169708252,1.150158405303955,8.741677284240723,1.4178732633590698,9.69326114654541,-4.669736862182617,10.414588928222656,-4.902377128601074,11.606640815734863,-8.835626602172852,thirties
common_voice_en_169997.mp3,-1.0,3958.8975993645045,3443.6959780093794,7594.534154275093,0.14560038626858737,0.0014025996206328273,298.78770829450286,498.90513493278746,1.669764588980471,1.3674780130386353,1.1012015342712402,-752.8091430664062,101.11326599121094,0.2697114050388336,20.420934677124023,2.126723051071167,15.476909637451172,-2.3587796688079834,-8.468911170959473,-2.0335276126861572,-10.382672309875488,-1.0423874855041504,-4.713626861572266,-2.847722053527832,-4.363005638122559,-7.073251247406006,-2.0740652084350586,-5.231459617614746,-2.1478891372680664,-2.0852274894714355,-4.901442527770996,thirties
common_voice_en_169998.mp3,-1.0,3740.681544478438,3015.833065929825,6758.357270206022,0.137655847612916,0.002077546902000904,75.80205571190925,27.345531014327857,0.3607492007638469,1.236948013305664,1.9574854373931885,-691.9898071289062,80.3694076538086,6.513033390045166,22.756549835205078,7.875831127166748,16.69315528869629,0.7470125555992126,-5.36792516708374,0.9866498708724976,-10.268686294555664,-6.250972747802734,-3.5568125247955322,-1.379605770111084,-4.736654758453369,-7.489945888519287,-5.062217712402344,-6.2755279541015625,-1.9377485513687134,-1.0452766418457031,-5.2475409507751465,thirties
common_voice_en_16047868.mp3,-1.0,1491.461915768564,1230.397113747888,2557.0110452586205,0.05250075767780173,0.05122332647442818,199.7126168046461,83.92397803626095,0.42022371635315003,0.9686622023582458,1.7625712156295776,-442.599609375,156.05433654785156,7.814739227294922,-14.996052742004395,-7.514284133911133,-11.368278503417969,-4.475984573364258,-16.664831161499023,-28.67354965209961,-18.305255889892578,-11.363064765930176,-5.617568492889404,-1.5677006244659424,-9.249375343322754,-9.589701652526855,-3.5433342456817627,-2.9405622482299805,1.1902875900268555,2.4786038398742676,-2.8863933086395264,fourties
common_voice_en_102385.mp3,-1.0,3090.0661569617223,2845.942820891064,5973.173076923077,0.09378305288461539,0.013479240238666534,305.92562179621166,440.9729808803053,1.4414385375477103,1.416367769241333,1.3821593523025513,-547.718994140625,108.58021545410156,10.89548397064209,11.349804878234863,-10.67363166809082,-1.3109939098358154,-11.935990333557129,-16.6724910736084,-6.64613676071167,-8.901577949523926,-8.655850410461426,-11.791827201843262,-6.091421127319336,-5.5236711502075195,-10.784889221191406,-8.6856050491333,-0.7311683893203735,1.9686527252197266,-1.9408284425735474,-4.355477809906006,fifties
